25.667 1.1907
25.957 1.1993
26.169 1.2051
26.698 1.2195
27.211 1.2339
27.224 1.2342
27.782 1.2483
28.312 1.2627
28.49 1.2678
28.849 1.2771
29.364 1.2915
29.757 1.3032
29.857 1.3059
30.377 1.3203
30.886 1.3347
31.024 1.3385
31.443 1.3491
32.021 1.3635
32.291 1.3701
32.64 1.3779
33.282 1.3923
33.557 1.3985
33.947 1.4067
34.616 1.4212
34.824 1.4256
35.3 1.4356
35.979 1.45
36.091 1.4523
36.679 1.4644
37.358 1.4784
37.377 1.4788
38.115 1.4932
38.625 1.5031
38.863 1.5076
39.637 1.522
39.891 1.5268
40.428 1.5364
41.158 1.5499
41.211 1.5508
42.011 1.5652
42.425 1.573
42.797 1.5796
43.566 1.594
43.692 1.5965
44.333 1.6084
44.958 1.6209
45.064 1.6228
45.785 1.6372
46.225 1.6468
46.463 1.6516
47.107 1.666
47.492 1.6755
47.705 1.6805
48.274 1.6949
48.759 1.708
48.806 1.7093
49.336 1.7237
49.839 1.7381
50.025 1.7436
50.342 1.7525
50.84 1.7669
51.292 1.7803
51.327 1.7813
51.829 1.7957
52.322 1.8101
52.559 1.8171
52.821 1.8245
53.323 1.8389
53.82 1.8533
53.826 1.8535
54.33 1.8677
54.833 1.8821
55.092 1.8896
55.338 1.8965
55.843 1.9109
56.339 1.9253
56.359 1.9259
56.843 1.9397
57.34 1.9542
57.626 1.9625
57.84 1.9686
58.345 1.983
58.847 1.9974
58.893 1.9987
59.361 2.0118
59.873 2.0262
60.159 2.0343
60.387 2.0406
60.906 2.055
61.417 2.0694
61.426 2.0696
61.939 2.0838
62.452 2.0982
62.693 2.1051
62.966 2.1126
63.479 2.127
63.96 2.1407
63.985 2.1414
64.498 2.1558
65.001 2.1702
65.226 2.1768
65.505 2.1846
66.007 2.199
66.493 2.2132
66.502 2.2134
67.007 2.2279
67.509 2.2423
67.76 2.2494
68.021 2.2567
68.544 2.2711
69.027 2.2842
69.077 2.2855
69.635 2.2999
70.203 2.3143
70.293 2.3165
70.801 2.3287
71.411 2.3431
71.56 2.3466
72.049 2.3575
72.699 2.3719
72.827 2.3747
73.373 2.3863
74.053 2.4007
74.094 2.4016
74.752 2.4151
75.36 2.4278
75.446 2.4295
76.146 2.4439
76.627 2.454
76.832 2.4583
77.505 2.4727
77.894 2.4813
78.15 2.4871
78.758 2.5016
79.161 2.5118
79.317 2.516

36.98 1.1763
37.358 1.183
37.769 1.1907
38.625 1.2046
38.655 1.2051
39.617 1.2195
39.891 1.2231
40.709 1.2339
41.158 1.2393
41.931 1.2483
42.425 1.2537
43.294 1.2627
43.692 1.2667
44.85 1.2771
44.958 1.2781
46.225 1.2881
46.719 1.2915
47.492 1.2967
48.759 1.3038
49.23 1.3059
50.025 1.3097
51.292 1.3147
52.559 1.3191
52.906 1.3203
53.826 1.3238
55.092 1.3286
56.359 1.3337
56.599 1.3347
57.626 1.3398
58.893 1.3466
59.313 1.3491
60.159 1.3548
61.334 1.3635
61.426 1.3643
62.693 1.3758
62.907 1.3779
63.96 1.3892
64.23 1.3923
65.226 1.4045
65.396 1.4067
66.443 1.4212
66.493 1.4219
67.368 1.4356
67.76 1.4418
68.248 1.45
69.027 1.4627
69.129 1.4644
70.019 1.4788
70.293 1.4831
70.944 1.4932
71.56 1.5024
71.906 1.5076
72.827 1.521
72.896 1.522
73.891 1.5364
74.094 1.5393
74.888 1.5508
75.36 1.5576
75.887 1.5652
76.627 1.5759
76.883 1.5796
77.876 1.594
77.894 1.5943
78.852 1.6084
79.161 1.6129
79.833 1.6228
80.427 1.6315
80.822 1.6372
81.694 1.6498
81.818 1.6516
82.81 1.666
82.961 1.6683
83.791 1.6805
84.228 1.6869
84.762 1.6949
85.494 1.7059
85.717 1.7093
86.646 1.7237
86.761 1.7255
87.542 1.7381
88.028 1.746
88.418 1.7525
89.277 1.7669
89.295 1.7672
90.117 1.7813
90.561 1.7888
90.973 1.7957
91.828 1.8096
91.857 1.8101
92.757 1.8245
93.095 1.8299
93.666 1.8389
94.362 1.8499
94.579 1.8533
95.483 1.8677
95.628 1.8701
96.369 1.8821
96.895 1.8909
97.234 1.8965
98.069 1.9109
98.162 1.9126
98.862 1.9253
99.429 1.9361
99.62 1.9397
100.33 1.9542
100.7 1.9619
101 1.9686
101.62 1.983
101.96 1.9913
102.21 1.9974
102.75 2.0118
103.23 2.0251
103.27 2.0262
103.75 2.0406
104.23 2.055
104.5 2.0631
104.7 2.0694
105.15 2.0838
105.61 2.0982
105.76 2.1031
106.05 2.1126
106.5 2.127
106.95 2.1414
107.03 2.144
107.39 2.1558
107.84 2.1702
108.3 2.1841
108.31 2.1846
108.79 2.199
109.29 2.2134
109.56 2.221
109.81 2.2279
110.36 2.2423
110.83 2.2536
110.95 2.2567
111.58 2.2711
112.1 2.2818
112.27 2.2855
113.02 2.2999
113.36 2.306
113.84 2.3143
114.63 2.3269
114.74 2.3287
115.75 2.3431
115.9 2.3451
116.87 2.3575
117.16 2.3611
